GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
50,258,101,36,81,449,7,19,21,27,782,11,24,35,16,15,4,11,0
47,225,96,38,84,452,1,2,19,33,588,28,36,64,7,8,3,14,1
50,223,82,30,64,463,2,5,20,29,713,18,25,43,9,6,1,15,1
25,295,123,52,105,490,2,6,18,26,697,20,35,55,17,12,2,19,0
50,198,91,34,83,411,2,1,21,30,709,17,21,38,15,9,3,14,1
49,160,53,22,41,537,0,0,9,16,538,16,21,37,8,9,9,9,1
49,159,62,26,54,468,0,0,11,16,675,13,17,30,4,4,3,5,1
42,149,41,17,51,329,1,7,6,8,750,2,1,12,16,5,2,11,0
28,146,33,13,29,450,0,0,8,13,568,13,21,34,4,4,11,8,1
24,143,52,18,50,361,1,26,6,7,824,3,16,18,18,5,0,7,1
39,138,56,22,44,500,2,5,1,14,714,7,13,19,5,2,1,5,1
67,270,78,26,71,367,14,41,12,19,646,9,24,33,31,15,3,13,0
34,130,35,14,38,364,5,14,2,2,1000,1,9,9,15,3,1,9,1
26,127,51,22,29,737,0,0,8,16,500,1,20,30,2,4,8,4,1
38,123,63,21,36,565,0,1,21,27,794,9,22,31,6,2,5,8,1
46,121,45,18,43,405,0,3,1,13,763,9,1,18,13,7,1,12,1
30,110,32,12,32,365,1,2,8,15,556,7,9,16,7,3,1,6,0
31,103,38,14,38,376,1,5,9,13,675,5,8,13,3,3,3,7,0
34,102,48,18,48,380,0,3,11,13,822,4,11,15,4,1,0,7,0
22,100,30,14,36,380,1,8,1,1,667,3,5,8,15,3,0,9,1
27,92,29,13,32,395,0,2,3,5,692,9,11,20,5,3,1,4,0
24,85,21,6,21,294,3,1,6,8,750,1,8,9,8,2,0,5,0
59,250,119,45,101,448,6,21,22,27,829,9,23,32,35,9,2,16,0
35,81,33,12,28,443,0,1,8,1,778,9,1,19,4,5,2,6,0
33,72,24,1,27,371,1,3,3,4,786,2,5,7,9,1,0,7,0
24,60,27,9,21,412,0,3,9,13,710,7,5,13,1,2,1,5,1
26,47,16,6,16,357,0,0,5,8,571,7,7,14,1,2,1,5,1
62,375,197,72,169,426,11,36,42,49,846,23,43,66,17,1,4,26,1
80,333,153,64,143,450,0,4,24,28,839,14,21,35,22,16,2,16,1
80,310,90,33,74,441,0,1,25,31,801,8,23,32,82,25,2,24,1
82,308,101,42,88,480,0,0,17,23,716,9,31,40,20,12,6,20,1
82,308,101,42,88,480,0,0,17,23,716,9,31,40,20,12,6,20,0
68,300,116,46,116,392,3,12,22,27,814,11,33,44,47,15,2,27,1
77,247,101,37,88,422,7,22,19,23,842,4,24,28,36,7,1,25,0
77,294,75,29,79,371,5,17,1,14,727,7,16,22,43,8,1,16,1
66,279,117,36,89,408,3,13,42,48,873,8,20,28,34,13,2,19,1
80,277,112,35,94,374,13,41,28,33,850,8,16,24,39,13,1,22,1
74,264,78,31,74,416,1,7,15,23,659,3,16,19,45,7,1,22,1
66,233,77,30,75,404,7,21,1,13,783,7,12,19,12,8,4,11,0
65,232,84,36,81,446,0,2,11,16,702,21,33,54,9,8,11,15,1
77,231,110,40,89,447,8,22,22,30,740,14,24,37,12,7,2,15,1
80,226,102,35,76,452,0,0,33,42,776,23,33,56,1,6,4,20,1
71,213,115,45,95,476,0,0,24,34,709,17,25,42,7,5,6,15,1
52,210,95,37,75,490,0,1,21,31,679,15,30,45,12,4,3,12,1
54,198,60,23,52,443,2,5,12,17,722,4,11,15,19,7,1,11,1
58,184,58,19,53,367,0,1,19,31,617,5,7,12,19,11,2,17,0
64,184,70,28,62,450,2,6,12,17,712,16,26,42,15,8,9,1,1
38,164,43,13,37,348,6,16,11,16,677,4,11,15,26,7,1,14,1
38,139,64,24,58,407,8,20,9,15,621,7,17,24,9,5,2,13,0
74,136,38,13,31,428,0,0,12,17,688,12,22,34,3,4,13,6,1
34,211,64,26,60,439,1,24,1,2,571,5,31,36,13,6,5,11,0
32,231,67,28,69,414,0,3,9,14,652,15,36,51,9,6,3,14,0
58,128,40,16,36,449,0,0,8,13,597,11,18,29,3,2,14,7,0
35,123,35,11,28,378,0,0,14,20,700,3,9,11,19,4,0,13,1
39,101,33,12,30,414,0,2,8,11,721,6,12,17,9,4,1,8,0
54,99,28,1,21,487,0,0,8,1,759,9,11,20,3,4,2,8,1
39,94,35,14,31,471,0,0,6,12,522,14,1,24,5,5,1,8,0
45,93,31,1,27,361,1,2,11,15,706,1,8,8,19,2,0,12,1
38,77,14,6,18,329,1,4,1,2,429,2,4,6,12,6,1,7,0
40,64,38,12,28,418,0,1,14,17,838,5,5,1,2,3,2,5,1
37,53,19,7,17,397,2,8,4,5,650,2,5,7,5,3,1,3,1
76,401,235,82,198,416,20,60,50,72,702,15,26,41,75,21,3,44,1
82,367,164,62,145,426,19,51,21,28,771,13,26,39,30,19,4,16,1
82,362,175,70,165,425,6,19,28,45,631,35,55,90,32,13,7,28,1
80,350,187,69,152,453,1,3,48,65,746,27,42,69,22,1,1,28,1
67,347,158,53,130,408,15,43,37,50,727,8,19,27,78,1,3,31,1
82,309,134,48,111,430,14,36,25,30,823,12,28,40,26,9,1,18,1
63,301,148,60,123,482,0,2,29,42,693,21,42,63,15,11,21,21,1
82,291,94,33,75,441,19,46,9,11,763,2,17,20,37,1,0,15,1
77,251,73,31,64,481,0,1,11,19,587,27,34,61,6,6,8,1,1
62,218,79,28,70,396,7,24,16,21,752,1,22,32,12,7,11,17,0
68,245,80,33,57,573,0,0,14,20,696,22,51,73,6,6,14,5,1
41,166,46,17,44,379,8,22,4,6,615,6,12,17,16,7,2,8,0
65,164,59,23,49,462,4,7,1,15,687,8,20,28,8,4,1,11,1
71,163,48,20,39,509,0,0,9,14,620,18,27,45,5,4,8,7,1
71,155,76,25,59,417,7,19,19,23,819,7,12,19,13,7,3,16,1
64,153,39,16,36,437,1,3,7,1,646,5,1,15,24,6,2,16,1
57,151,48,20,36,549,0,1,9,14,605,13,22,35,3,2,4,1,1
72,146,51,18,47,390,0,0,15,23,637,13,28,41,6,3,1,12,1
50,213,87,31,75,414,12,34,12,16,763,2,22,23,17,6,2,9,0
61,142,54,20,42,465,9,18,7,8,824,5,11,16,16,6,1,11,1
43,140,50,19,43,444,0,0,11,17,649,11,23,34,4,3,5,9,1
75,127,41,15,35,429,0,0,1,15,691,14,19,33,3,1,3,7,1
68,116,48,18,35,517,0,1,12,16,718,8,15,23,5,3,4,11,1
80,115,39,13,33,397,3,9,1,15,658,3,9,12,15,5,1,9,1
57,104,31,13,32,417,0,1,5,8,565,11,17,29,3,3,3,4,0
45,102,41,15,34,451,0,0,1,17,603,9,19,28,2,0,6,6,1
54,97,30,11,24,477,0,0,7,11,613,13,17,30,6,5,3,8,1
70,95,22,8,17,446,0,0,6,9,738,8,16,24,2,2,5,6,0
65,212,63,19,54,352,8,24,18,30,591,8,23,30,12,6,11,13,0
36,88,23,9,17,532,0,0,5,1,486,8,8,16,4,3,2,6,1
35,77,22,9,16,526,0,1,5,8,552,5,12,17,2,1,1,4,0
35,55,18,7,19,382,1,4,2,4,571,2,4,7,4,2,3,5,1
35,51,32,14,25,551,0,0,4,7,565,5,8,12,3,0,3,11,0
70,409,190,69,161,426,19,48,34,42,797,8,32,40,93,14,3,38,1
82,392,150,57,119,476,7,23,30,39,749,17,29,46,35,1,4,16,1
72,375,192,63,152,414,13,41,54,72,747,13,24,37,39,11,11,35,1
82,344,153,57,125,458,1,3,37,48,773,37,51,87,1,1,16,17,1
77,319,133,52,114,457,0,0,28,39,732,23,51,74,14,6,7,20,1
80,310,108,38,93,412,7,18,25,32,782,8,17,25,61,11,0,24,0
76,300,134,56,116,485,0,1,22,32,683,30,45,75,1,7,15,20,1
80,287,104,45,92,491,1,4,13,19,705,22,41,63,18,11,16,14,1
65,275,101,42,87,487,4,13,12,18,650,14,32,47,13,7,8,16,1
79,240,101,36,76,474,16,37,14,17,810,5,16,21,29,12,3,15,1
64,230,107,38,85,441,0,2,31,47,671,14,20,34,11,9,2,14,1
74,224,90,37,74,501,0,0,16,24,663,16,43,59,6,6,5,13,1
54,204,63,22,47,480,0,0,18,28,651,21,35,56,6,4,2,11,0
79,179,64,24,55,442,0,0,15,25,595,21,24,45,6,6,5,11,1
69,177,75,32,62,513,0,1,11,20,553,12,22,34,7,4,2,13,1
72,176,50,20,46,439,0,2,1,14,686,16,28,44,8,3,4,9,0
75,174,45,17,31,557,0,0,11,16,708,15,25,40,2,2,16,8,1
42,148,55,18,45,402,8,20,11,14,767,2,8,1,27,4,0,15,1
79,146,53,19,46,411,3,1,13,18,702,4,13,17,29,7,3,15,1
69,144,38,15,27,567,0,0,7,11,662,11,18,29,2,7,6,6,1
62,140,45,18,41,431,1,5,9,12,701,7,11,18,14,3,2,1,0
62,136,49,18,47,387,7,20,6,7,833,5,7,12,11,5,1,7,0
51,198,51,17,45,382,8,23,9,11,786,3,19,22,25,8,1,16,0
64,136,39,16,39,409,1,4,6,1,661,1,23,34,5,4,5,5,1
44,130,66,25,56,453,4,13,11,17,653,8,6,14,11,7,2,1,0
57,116,36,15,32,473,0,0,6,9,667,1,21,31,1,1,11,4,1
53,115,56,24,51,466,0,1,9,16,560,11,11,22,4,2,2,14,1
36,113,29,9,28,330,3,8,9,13,674,3,1,12,15,4,1,12,0
60,98,40,15,36,415,2,7,8,1,817,5,13,17,7,2,1,7,1
59,97,37,12,28,423,1,4,13,15,833,2,6,7,16,3,1,11,1
57,96,32,12,28,438,0,0,7,12,588,9,11,19,4,2,1,8,1
47,197,53,17,51,340,6,19,12,18,674,6,26,32,12,12,3,14,0
43,90,27,1,23,420,0,2,7,11,592,2,8,1,17,7,0,9,1
41,88,26,9,26,343,2,8,6,9,722,1,5,6,12,5,1,8,0
61,81,31,1,28,376,0,0,1,15,656,7,1,18,2,3,2,7,0
49,76,18,7,18,356,0,2,5,7,750,6,1,16,3,2,2,3,0
53,70,25,1,23,450,0,0,4,8,561,7,8,15,2,3,1,5,0
33,46,11,5,12,390,0,0,2,2,625,3,5,8,1,1,1,1,0
70,383,199,73,152,477,1,4,53,73,732,18,46,64,50,18,9,29,1
80,370,219,80,176,451,11,34,50,62,796,21,43,64,25,14,3,39,0
80,370,219,80,176,451,11,34,50,62,796,21,43,64,25,14,3,39,1
65,361,170,70,143,489,0,1,30,45,664,28,56,84,25,8,2,25,1
63,190,60,25,43,575,0,0,1,19,551,23,36,58,7,3,4,8,0
79,338,117,42,108,385,9,33,24,35,698,19,35,54,77,19,3,32,1
81,316,141,54,135,402,8,27,25,33,754,16,27,44,16,9,7,20,1
64,310,140,53,116,460,14,38,19,26,722,12,27,39,20,20,6,12,1
78,297,100,39,74,534,0,0,21,34,635,25,47,73,5,4,8,14,1
72,290,126,48,122,394,1,34,20,31,662,19,37,56,15,6,12,16,1
80,286,132,52,101,511,0,1,29,45,636,26,49,75,12,6,14,20,1
79,259,114,46,98,465,0,1,23,36,645,24,36,60,6,5,13,19,0
78,231,104,40,82,484,15,34,1,13,792,9,17,26,13,6,3,1,1
66,226,68,29,59,485,0,1,1,23,447,30,43,74,7,5,6,14,0
81,222,82,28,62,454,4,14,21,29,739,7,20,27,48,8,3,20,1
32,188,59,22,52,419,6,15,1,15,681,4,21,25,13,1,3,9,0
67,218,92,31,69,443,1,26,21,29,714,8,20,28,43,11,1,20,1
53,193,58,20,53,380,8,24,1,14,753,3,1,13,41,8,1,14,1
45,184,65,26,58,444,2,6,11,16,685,8,21,29,20,8,4,9,1
37,182,74,29,60,475,1,4,15,24,648,6,13,19,27,8,0,15,0
64,161,47,19,40,465,0,1,9,19,492,15,19,34,5,6,6,8,0
62,158,39,15,34,457,0,0,8,13,614,7,20,27,11,7,2,9,0
63,150,60,25,48,515,0,2,1,12,833,8,14,22,1,5,3,7,1
81,149,70,25,56,441,9,24,11,14,783,8,9,16,1,5,2,8,1
55,147,35,13,34,381,3,9,6,9,700,2,9,11,32,7,0,18,0
46,128,39,17,29,591,0,0,5,1,489,12,21,33,5,2,6,5,0
41,123,33,15,32,451,0,2,4,9,447,1,14,24,12,5,1,1,1
46,115,41,15,29,530,0,1,1,17,618,15,18,33,8,4,1,8,1
49,113,24,8,25,328,2,8,6,8,775,2,7,1,19,4,1,1,1
53,112,27,11,25,433,0,0,5,7,750,1,13,23,5,4,4,5,1
60,112,33,13,25,500,1,3,6,9,679,3,1,12,1,6,2,8,0
58,106,46,17,43,384,4,13,9,13,649,6,5,11,1,2,1,9,0
59,99,35,13,31,424,0,0,8,12,694,1,15,26,6,2,1,8,1
55,97,17,6,13,479,0,0,5,7,683,7,12,19,2,2,11,3,1
41,96,41,12,31,388,2,6,14,21,682,5,9,14,4,3,4,7,0
46,92,33,15,26,562,0,1,3,8,410,3,8,12,7,4,1,7,0
42,81,30,11,29,372,1,6,8,12,653,4,4,8,4,3,1,4,0
49,65,48,17,40,426,8,20,6,8,711,2,3,5,1,3,0,1,0
38,65,31,12,30,395,5,15,2,3,667,2,4,6,11,3,1,7,0
82,368,160,62,133,466,6,23,30,40,742,23,30,54,66,23,6,36,1
79,367,192,71,175,406,11,38,39,55,699,14,31,45,34,11,2,31,1
81,333,136,51,130,394,15,45,19,24,781,6,24,29,58,11,1,18,1
76,321,175,75,136,552,0,2,25,47,532,40,51,91,36,12,22,27,1
47,170,52,20,44,447,3,1,9,13,721,1,26,36,7,5,5,8,0
82,312,135,53,106,501,0,1,29,50,569,34,42,76,20,7,14,20,1
79,306,166,66,141,468,7,19,27,34,811,15,25,40,26,7,3,28,1
82,265,103,41,109,375,8,25,13,17,732,6,17,23,48,15,1,22,1
79,256,94,36,86,419,5,15,17,22,778,17,34,51,16,7,6,11,1
71,248,96,41,81,508,0,1,14,23,596,31,27,58,14,14,4,12,1
79,247,57,21,51,415,0,1,15,19,757,24,39,62,12,9,12,9,1
65,247,120,50,107,470,0,4,19,25,770,14,16,29,19,1,1,17,1
37,235,69,26,45,587,0,1,16,28,592,22,35,57,1,1,1,8,1
81,219,58,24,50,479,0,0,1,13,729,37,38,75,12,8,4,12,1
81,214,77,27,52,508,0,0,24,37,642,23,39,62,7,6,1,13,1
79,192,85,34,85,405,4,15,11,14,824,2,13,15,13,4,2,13,1
49,188,87,32,60,545,0,1,22,30,711,19,12,31,6,15,0,9,0
79,178,81,30,69,439,4,12,16,24,672,11,17,29,13,8,6,17,1
75,176,69,28,56,495,0,1,14,24,578,14,16,30,1,7,3,12,1
66,170,67,25,59,418,4,13,14,16,841,4,17,20,29,9,1,14,1
67,167,50,20,42,484,0,3,9,15,614,9,18,27,8,1,3,8,1
23,160,42,17,36,476,0,0,8,13,600,13,22,35,7,6,1,8,0
47,166,46,16,45,362,4,14,1,12,825,3,19,23,8,7,3,6,0
74,155,55,20,50,406,0,0,15,22,675,11,22,33,2,3,7,1,0
77,151,54,21,50,421,1,4,11,15,731,6,15,20,14,6,1,1,1
51,150,48,19,46,419,0,1,9,14,657,9,17,26,12,7,3,9,1
68,130,36,15,25,592,0,0,7,13,547,11,23,34,3,3,3,7,0
70,127,48,17,44,400,0,4,13,16,836,3,9,12,9,9,1,9,1
55,121,32,14,26,539,0,0,4,8,545,9,22,31,4,3,5,6,0
64,119,53,20,53,377,4,9,1,13,753,4,7,11,12,4,1,9,1
58,116,48,18,49,365,4,13,8,12,672,6,8,13,12,5,3,9,1
67,103,30,11,26,437,0,0,7,11,613,11,18,29,8,3,5,8,1
39,166,54,19,55,355,6,22,9,12,750,6,19,25,9,6,3,1,0
60,90,31,11,29,368,2,8,7,9,830,2,6,7,21,6,1,9,1
40,85,18,6,21,305,3,8,3,4,800,1,6,7,13,3,0,9,1
48,80,34,13,24,522,3,6,6,7,824,1,7,8,15,3,1,6,1
38,75,19,7,23,318,1,6,3,7,444,4,5,9,4,4,3,5,0
53,72,30,11,28,404,3,12,4,5,759,5,12,17,5,3,1,6,0
45,62,26,1,24,415,0,0,6,1,630,11,16,26,2,2,5,5,1
68,55,19,6,19,317,0,0,7,1,735,3,5,8,3,2,1,3,0
47,47,19,7,15,486,0,0,4,8,541,5,7,13,2,1,2,3,1
81,379,234,90,161,562,0,0,53,89,592,42,96,139,19,7,35,38,1
77,356,154,58,126,464,9,26,27,37,746,1,25,35,38,16,7,26,1
81,349,182,62,131,474,0,5,57,68,835,21,66,87,28,13,1,34,1
81,345,147,60,140,426,5,17,22,35,644,27,69,96,38,16,4,28,1
78,339,210,73,143,511,0,0,63,81,781,34,69,103,1,3,35,30,1
82,335,147,59,117,504,0,2,29,39,748,33,57,91,18,9,14,19,1
82,324,156,60,128,469,0,0,35,50,713,22,50,72,18,1,8,21,1
79,295,101,41,86,474,2,6,18,25,715,14,35,50,24,1,11,20,1
72,290,135,51,104,493,0,0,33,54,602,27,47,74,13,5,11,22,1
59,284,170,61,139,435,1,32,38,51,742,19,25,45,30,11,5,30,1
82,279,98,42,98,433,0,0,14,21,651,22,40,62,11,7,9,17,1
48,275,158,63,120,524,0,1,32,45,707,21,26,46,13,18,8,19,0
71,272,138,50,117,432,8,26,30,42,717,20,21,41,16,11,7,17,1
39,222,89,32,71,446,0,1,25,31,832,1,22,32,13,6,1,11,1
45,220,81,34,72,471,1,3,13,18,728,6,18,24,35,7,1,16,1
77,215,104,39,82,468,6,15,21,27,786,8,15,23,22,8,2,16,1
74,213,80,31,76,402,1,6,17,23,772,7,19,26,16,1,2,15,0
20,211,94,37,82,448,0,1,21,27,759,19,22,41,12,8,3,13,0
77,204,91,37,84,443,8,23,9,13,727,11,17,28,19,5,4,13,1
56,191,56,22,46,475,0,1,13,18,710,13,37,49,21,7,18,19,1
73,189,103,40,84,475,0,1,22,29,762,1,1,20,1,5,1,13,0
40,154,61,28,54,528,1,5,4,5,737,1,11,21,6,5,2,7,0
82,189,66,23,46,500,0,0,20,29,700,21,32,53,1,7,2,12,1
82,183,52,21,46,456,5,13,5,8,574,3,11,14,33,7,1,1,1
50,163,54,22,50,438,1,4,9,11,796,3,9,11,17,4,1,9,1
79,161,53,18,41,446,0,1,16,25,665,15,25,40,9,6,5,11,0
80,158,43,16,36,433,0,2,12,15,792,4,8,12,25,6,2,8,0
80,158,43,16,36,433,0,2,12,15,792,4,8,12,25,6,2,8,0
68,126,39,15,41,358,1,7,8,1,794,4,11,15,23,8,0,13,1
43,121,54,22,39,550,0,0,1,16,643,15,23,38,3,3,4,9,0
52,120,45,17,38,439,0,2,12,18,625,2,4,7,22,4,1,8,1
47,117,44,16,44,369,4,13,7,1,673,2,7,9,14,7,1,9,1
